Sentiment,Phrase
-1,"You can fire a torpedo through some of Clancy 's holes , and the scripters do n't deserve any Oscars"
-1,"You can fire a torpedo through some of Clancy 's holes ,"
-1,You can fire a torpedo through some of Clancy 's holes
-1,can fire a torpedo through some of Clancy 's holes
-1,fire a torpedo through some of Clancy 's holes
1,fire a torpedo
1,through some of Clancy 's holes
-1,the scripters do n't deserve any Oscars
-1,do n't deserve any Oscars
-1,"A non-Britney person might survive a screening with little harm done , except maybe for the last 15 minutes , which are as maudlin as any after-school special you can imagine ."
-1,"might survive a screening with little harm done , except maybe for the last 15 minutes , which are as maudlin as any after-school special you can imagine ."
1,"might survive a screening with little harm done , except maybe for the last 15 minutes , which are as maudlin as any after-school special you can imagine"
-1,"survive a screening with little harm done , except maybe for the last 15 minutes , which are as maudlin as any after-school special you can imagine"
1,"survive a screening with little harm done ,"
-1,survive a screening with little harm done
-1,harm
-1,"except maybe for the last 15 minutes , which are as maudlin as any after-school special you can imagine"
-1,for the last 15 minutes
1,the last 15 minutes
1,last 15 minutes
-1,are as maudlin as any after-school special you can imagine
-1,maudlin as any after-school special you can imagine
1,any after-school special you can imagine
-1,"Obviously , a lot of people wasted a lot of their time -LRB- including mine -RRB- on something very inconsequential ."
-1,", a lot of people wasted a lot of their time -LRB- including mine -RRB- on something very inconsequential ."
-1,a lot of people wasted a lot of their time -LRB- including mine -RRB- on something very inconsequential .
-1,wasted a lot of their time -LRB- including mine -RRB- on something very inconsequential .
-1,wasted a lot of their time -LRB- including mine -RRB- on something very inconsequential
1,a lot of their time -LRB- including mine -RRB- on something very inconsequential
-1,of their time -LRB- including mine -RRB- on something very inconsequential
-1,their time -LRB- including mine -RRB- on something very inconsequential
-1,A moving picture that does not move .
-1,picture that does not move .
-1,picture that does not move
-1,that does not move
-1,"Just about all of the film is confusing on one level or another , making Ararat far more demanding than it needs to be ."
-1,"is confusing on one level or another , making Ararat far more demanding than it needs to be ."
-1,"is confusing on one level or another , making Ararat far more demanding than it needs to be"
-1,"confusing on one level or another , making Ararat far more demanding than it needs to be"
-1,"confusing on one level or another ,"
-1,confusing on one level or another
1,one level
-1,making Ararat far more demanding than it needs to be
-1,Ararat far more demanding than it needs to be
-1,far more demanding than it needs to be
-1,demanding than it needs to be
1,"Daily struggles and simple pleasures usurp the preaching message so that , by the time the credits roll across the pat ending , a warm , fuzzy feeling prevails ."
1,"Daily struggles and simple pleasures usurp the preaching message so that , by the time the credits roll across the pat ending , a warm , fuzzy feeling prevails"
-1,struggles
1,"simple pleasures usurp the preaching message so that , by the time the credits roll across the pat ending , a warm , fuzzy feeling prevails"
1,simple pleasures
1,"usurp the preaching message so that , by the time the credits roll across the pat ending , a warm , fuzzy feeling prevails"
-1,the preaching message
-1,preaching message
1,"so that , by the time the credits roll across the pat ending , a warm , fuzzy feeling prevails"
1,"that , by the time the credits roll across the pat ending , a warm , fuzzy feeling prevails"
1,", by the time the credits roll across the pat ending , a warm , fuzzy feeling prevails"
1,"by the time the credits roll across the pat ending , a warm , fuzzy feeling prevails"
-1,by the time the credits roll across the pat ending
-1,the credits roll across the pat ending
1,", a warm , fuzzy feeling prevails"
1,"a warm , fuzzy feeling prevails"
1,"a warm , fuzzy feeling"
1,"warm , fuzzy feeling"
1,"warm , fuzzy"
1,fuzzy
1,"Hatosy ... portrays young Brendan with his usual intelligence and subtlety , not to mention a convincing brogue ."
1,"... portrays young Brendan with his usual intelligence and subtlety , not to mention a convincing brogue ."
1,"portrays young Brendan with his usual intelligence and subtlety , not to mention a convincing brogue ."
1,"portrays young Brendan with his usual intelligence and subtlety , not to mention a convincing brogue"
1,"portrays young Brendan with his usual intelligence and subtlety ,"
1,portrays young Brendan with his usual intelligence and subtlety
1,with his usual intelligence and subtlety
1,his usual intelligence and subtlety
1,usual intelligence and subtlety
1,intelligence and subtlety
1,not to mention a convincing brogue
1,a convincing brogue
1,A uniquely sensual metaphorical dramatization of sexual obsession that spends a bit too much time on its fairly ludicrous plot .
1,A uniquely sensual metaphorical dramatization of sexual obsession
1,A uniquely sensual metaphorical dramatization
1,uniquely sensual metaphorical dramatization
1,uniquely sensual
1,uniquely
-1,that spends a bit too much time on its fairly ludicrous plot .
-1,that spends a bit too much time on its fairly ludicrous plot
-1,spends a bit too much time on its fairly ludicrous plot
-1,spends a bit too much time
-1,too much time
-1,on its fairly ludicrous plot
-1,fairly ludicrous plot
-1,fairly ludicrous
-1,"Jones , despite a definitely distinctive screen presence , just is n't able to muster for a movie that , its title notwithstanding , should have been a lot nastier if it wanted to fully capitalize on its lead 's specific gifts ."
-1,", despite a definitely distinctive screen presence , just is n't able to muster for a movie that , its title notwithstanding , should have been a lot nastier if it wanted to fully capitalize on its lead 's specific gifts"
-1,"despite a definitely distinctive screen presence , just is n't able to muster for a movie that , its title notwithstanding , should have been a lot nastier if it wanted to fully capitalize on its lead 's specific gifts"
1,despite a definitely distinctive screen presence
1,a definitely distinctive screen presence
1,definitely distinctive screen presence
1,definitely distinctive
-1,", just is n't able to muster for a movie that , its title notwithstanding , should have been a lot nastier if it wanted to fully capitalize on its lead 's specific gifts"
-1,"just is n't able to muster for a movie that , its title notwithstanding , should have been a lot nastier if it wanted to fully capitalize on its lead 's specific gifts"
-1,"is n't able to muster for a movie that , its title notwithstanding , should have been a lot nastier"
-1,"a movie that , its title notwithstanding , should have been a lot nastier"
-1,"that , its title notwithstanding , should have been a lot nastier"
-1,"its title notwithstanding , should have been a lot nastier"
-1,its title notwithstanding
-1,", should have been a lot nastier"
1,it wanted to fully capitalize on its lead 's specific gifts
1,wanted to fully capitalize on its lead 's specific gifts
1,to fully capitalize on its lead 's specific gifts
1,fully capitalize on its lead 's specific gifts
1,capitalize on its lead 's specific gifts
1,Fudges fact and fancy with such confidence that we feel as if we 're seeing something purer than the real thing .
1,Fudges fact and fancy with such confidence that we feel as if we 're seeing something purer than the real thing
1,fact and fancy with such confidence
1,fancy
1,with such confidence
1,such confidence
1,confidence
1,that we feel as if we 're seeing something purer than the real thing
1,we feel as if we 're seeing something purer than the real thing
1,feel as if we 're seeing something purer than the real thing
1,as if we 're seeing something purer than the real thing
1,if we 're seeing something purer than the real thing
1,we 're seeing something purer than the real thing
1,seeing something purer than the real thing
1,something purer
1,than the real thing
1,the real thing
1,"Could have been crisper and punchier , but it 's likely to please audiences who like movies that demand four hankies ."
1,"Could have been crisper and punchier , but it 's likely to please audiences who like movies that demand four hankies"
-1,"Could have been crisper and punchier , but"
-1,"Could have been crisper and punchier ,"
